question	ANNOTATION	ground_truth	matched_claim	matched_claim_paperID	ground_truth_paperID	matched_date	matched_authors	matched_journal	matched_title	matched_affiliation	distance
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"There appear to be several distinct immunological phenotypes associated with COVID-19, with cytokine storm syndrome present in ~3-4% of patients."	"Immunological evidence suggests that patients with severe COVID-19 might have cytokine storm syndrome [12] , suggesting the potential of immunomodulatory agents against infection [17] "	a4a07b11d77ec96452acb8806b274d7654a72ed4	"775fd15b3ad5f7fda7fd7c4855a3b257768b77af,"	2020-04-06	"Gharebaghi, Reza; Desuatels, Jordan; Moshirfar, Majid; Parvizi, Maryam; Daryabari, Seyed-Hashem; Heidary, Fatemeh"	Med Hypothesis Discov Innov Ophthalmol	COVID-19: Preliminary Clinical Guidelines for Ophthalmology Practices	;Ahvaz Jundishapur University of Medical Sciences	0.152646256
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"A more common phenotype is characterized by a lack of Type I interferon response and general immunosuppression, which may help to explain variability in corticosteroid treatment effects."	"They observed that a unique phenotype was observed in severe and critical patients, consisting of a highly impaired type I interferon response, associated with a persistent blood viral load and an exacerbated inflammatory response"	452edb53e3bbabfb88490b02504b9f5e646d2dad	"775fd15b3ad5f7fda7fd7c4855a3b257768b77af,"	2020-08-17	"Kashour, Tarek; Tleyjeh, Imad M."	Med Hypotheses	It is Time To Drop Hydroxychloroquine From our COVID-19 Armamentarium	;King Saud University	0.3480985
6. Protective Immunity – How long does the immune response provide protection from reinfection?	-1	"A more common phenotype is characterized by a lack of Type I interferon response and general immunosuppression, which may help to explain variability in corticosteroid treatment effects."	"2 Thus, genetic variants associ ated with juvenile-onset rheumatic diseases, espec ially those affecting type I interferon responses (eg, systemic lupus erythe matosus, Sjögren's syndrome, or juvenile derma tomyositis), might improve pathogen clear ance"	0e9f1b341cd1911e7f5718f9dd900a4dd311b0c7	"775fd15b3ad5f7fda7fd7c4855a3b257768b77af,"	2020-06-29	"Felsenstein, Susanna; Hedrich, Christian M"	Lancet Rheumatol	COVID-19 in children and young people		0.453897044
6. Protective Immunity – How long does the immune response provide protection from reinfection?	-2	"A more common phenotype is characterized by a lack of Type I interferon response and general immunosuppression, which may help to explain variability in corticosteroid treatment effects."	"Children with the IRF7hi molecular phenotype were characterised by robust upregulation of type I interferon responses, whereas the IRF7lo phenotype lacked an IRF7 signature and instead were characterised by upregulation of Type 2 inflammation (IL-4R, FCER1G, ARG1, and SERPINB3) and growth factor signalling pathways (TGFβ, CSF3, and EGF) and downregulation of interferon-γ"	17d1d87c66918328e1b314e8ea825ce52f729605	"775fd15b3ad5f7fda7fd7c4855a3b257768b77af,"	2020-09-02	"Read, James F.; Bosco, Anthony"	Int J Mol Sci	Decoding Susceptibility to Respiratory Viral Infections and Asthma Inception in Children	;University of Western Australia	0.461482719
6. Protective Immunity – How long does the immune response provide protection from reinfection?	-2	"A more common phenotype is characterized by a lack of Type I interferon response and general immunosuppression, which may help to explain variability in corticosteroid treatment effects."	"Certain disease states can suppress type I interferon response, including obesity which is associated with worse COVID-19 outcomes 27 "	d25dc28c34c369e4f34d7871c3617bc7152f4432	"775fd15b3ad5f7fda7fd7c4855a3b257768b77af,"	2020-07-22	"Magro, C.; Mulvey, J.J.; Laurence, J.; Sanders, S.; Crowson, N.; Grossman, M.; Harp, J.; Nuovo, G."	Br J Dermatol	The differing pathophysiologies that underlie COVID‐19 associated perniosis and thrombotic retiform purpura: a case series	;Columbus Ohio and Discovery Life Sciences	0.4720273
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"A more common phenotype is characterized by a lack of Type I interferon response and general immunosuppression, which may help to explain variability in corticosteroid treatment effects."	"I would like to humbly add some views to it: there has been two varying reported type I interferon responses in COVID-19 pathogenesis [2] : one stating the suppression of host antiviral type I interferons (IFNs) and interferon stimulated genes (ISGs) and other stating increased expression of different ISGs, with further inductions of chemokines and cytokines [2] "	bfaf2aef6ba737d008af511a3472dd1e45272816	"775fd15b3ad5f7fda7fd7c4855a3b257768b77af,"	2020-11-01	"Gupta, Rahul"	Crit Care	The double edged interferon riddle in COVID-19 pathogenesis		0.48642196
6. Protective Immunity – How long does the immune response provide protection from reinfection?	-2	"SARS-CoV-2 specific memory B cells are involved in the human immune response, and provide evidence of B cell-mediated immunity after mild-moderate COVID-19 infection."	"26, 27 Although the role of memory T cells in the protective immune response to SARS-CoV-2 needs further evaluation, a robust T cell response is required for viral clearance"	57949d0fc8a6d9a63818c6d0506af520eac7aef0	"85fc141e99981871d09b54edecd83c37a3d56230; 818eca2cc46cd0631f76bd114a80739a96c8b137,"	2020-08-03	"Wang, Kai; Long, Quan-Xin; Deng, Hai-Jun; Hu, Jie; Gao, Qing-Zhu; Zhang, Gui-Ji; He, Chang-Long; Huang, Lu-Yi; Hu, Jie-Li; Chen, Juan; Tang, Ni; Huang, Ai-Long"	Clin Infect Dis	Longitudinal dynamics of the neutralizing antibody response to SARS-CoV-2 infection		0.132880907
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"SARS-CoV-2 specific memory B cells are involved in the human immune response, and provide evidence of B cell-mediated immunity after mild-moderate COVID-19 infection."	"Another study showed 233 that memory B cells from convalescent patients once infected with SARS-CoV, produce a repertoire 234 of monoclonal antibodies that cross-neutralise SARS-CoV-2 while they showed no binding to OC43 235 or MERS spike glycoproteins (31)"	15903ad934db6e87cbcb6b68f890e3401d61e5c8	"85fc141e99981871d09b54edecd83c37a3d56230; 818eca2cc46cd0631f76bd114a80739a96c8b137,"	2020-07-15	"Pacheco-Olvera, Diana Laura; Remy-Hernández, Stephanie Saint; Acevedo-Ochoa, Ernesto; Arriaga-Pizano, Lourdes; Cérbulo-Vázquez, Arturo; Ferat-Osorio, Eduardo; Rivera-Hernández, Tania; López-Macías, Constantino"	bioRxiv	Bioinformatic analysis of shared B and T cell epitopes amongst relevant coronaviruses to human health: Is there cross-protection?		0.154329656
6. Protective Immunity – How long does the immune response provide protection from reinfection?	-2	"SARS-CoV-2 specific memory B cells are involved in the human immune response, and provide evidence of B cell-mediated immunity after mild-moderate COVID-19 infection."	Studies on COVID-19-recovered patients can help significantly in elucidating the role of specific memory T cell-mediated immune responses against SARS-CoV-2	74b9adabe8ba46e0875c516c4ecd4852eb961cc8	"85fc141e99981871d09b54edecd83c37a3d56230; 818eca2cc46cd0631f76bd114a80739a96c8b137,"	2020-06-28	"Malik, Yashpal Singh; Kumar, Naveen; Sircar, Shubhankar; Kaushik, Rahul; Bhat, Sudipta; Dhama, Kuldeep; Gupta, Parakriti; Goyal, Kapil; Singh, Mini P.; Ghoshal, Ujjala; El Zowalaty, Mohamed E.; R., VinodhKumar O.; Yatoo, Mohd Iqbal; Tiwari, Ruchi; Pathak, Mamta; Patel, Shailesh Kumar; Sah, Ranjit; Rodriguez-Morales, Alfonso J.; Ganesh, Balasubramanian; Kumar, Prashant; Singh, Raj Kumar"	Pathogens	Coronavirus Disease Pandemic (COVID-19): Challenges and a Global Perspective	;ICAR-Indian Veterinary Research Institute	0.159262454
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"SARS-CoV-2 specific memory B cells are involved in the human immune response, and provide evidence of B cell-mediated immunity after mild-moderate COVID-19 infection."	"Additionally, SARS-CoV-2-specific memory lymphocytes exhibited characteristics associated with potent antiviral function: memory T cells secreted cytokines and expanded upon antigen re-encounter, while memory B cells expressed receptors capable of neutralizing virus when expressed as monoclonal antibodies"	1bfa303d7c281cce093cb3e551874f83b0985172	"85fc141e99981871d09b54edecd83c37a3d56230; 818eca2cc46cd0631f76bd114a80739a96c8b137,"	2020-11-23	"Rodda, Lauren B.; Netland, Jason; Shehata, Laila; Pruner, Kurt B.; Morawski, Peter A.; Thouvenel, Christopher D.; Takehara, Kennidy K.; Eggenberger, Julie; Hemann, Emily A.; Waterman, Hayley R.; Fahning, Mitchell L.; Chen, Yu; Hale, Malika; Rathe, Jennifer; Stokes, Caleb; Wrenn, Samuel; Fiala, Brooke; Carter, Lauren; Hamerman, Jessica A.; King, Neil P.; Gale, Michael; Campbell, Daniel J.; Rawlings, David J.; Pepper, Marion"	Cell	Functional SARS-CoV-2-specific immune memory persists after mild COVID-19	;University of Washington School of Medicine	0.160124504
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"SARS-CoV-2 specific memory B cells are involved in the human immune response, and provide evidence of B cell-mediated immunity after mild-moderate COVID-19 infection."	We previously characterized potent humanneutralizing Abs from rare memory B cells of individuals infected with SARS-CoV ( ) or MERS-CoV ( ) in complex with SARS-CoV S and MERS-CoV S to provide molecular-level information of the mechanism of competitive inhibition of S attachment to the host receptor ( )	be030ea854cb1fbbacc9ecd7aee360ac87e0469d	"85fc141e99981871d09b54edecd83c37a3d56230; 818eca2cc46cd0631f76bd114a80739a96c8b137,"	2020-10-24	"Yüce, Meral; Filiztekin, Elif; Özkaya, Korin Gasia"	Biosens Bioelectron	COVID-19 diagnosis —A review of current methods		0.17156163
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"T-cell responses may persist for at least 6 months, though they appear stronger in individuals with more severe COVID-19 cases."	"We found that T-cell responses were present at least two months after infection, even in subjects who were asymptomatic, potentially confirming prior infection in individuals who may have been exposed but did not have a confirmatory PCR test"	e3cadfd3a12754ce7d3c8fbaa7447310a8a49eb5	"d592aa9abb593acd1140f70bba1140a673cb6249,"	2020-11-12	"Gittelman, R. M.; Lavezzo, E.; Snyder, T. M.; Zahid, H. J.; Elyanow, R.; Dalai, S.; Kirsch, I.; Baldo, L.; Manuto, L.; Franchin, E.; Del Vecchio, C.; Simeoni, F.; Bordini, J.; Lore, N. I.; Lazarevic, D.; Cirillo, D. M.; Ghia, P.; Toppo, S.; Carlson, J. M.; Robins, H. S.; Tonon, G.; Crisanti, A."		"Diagnosis and Tracking of Past SARS-CoV-2 Infection in a Large Study of Vo', Italy Through T-Cell Receptor Sequencing"	;University of Padova	0.307714382
6. Protective Immunity – How long does the immune response provide protection from reinfection?	-2	"T-cell responses may persist for at least 6 months, though they appear stronger in individuals with more severe COVID-19 cases."	"57 In the studies done with MERS-CoV, the neutralizing antibodies are noticed to persist for 34 months, whereas T-cell responses last until 2 years following the infection"	4ba7f9f9b4464d3b0f25abcb063ceaeb796a006e	"d592aa9abb593acd1140f70bba1140a673cb6249,"	2020-12-03	"Vashishtha, Vipin M.; Kumar, Puneet"	Human vaccines & immunotherapeutics	"Development of SARS-CoV-2 vaccines: challenges, risks, and the way forward"	;Kumar Child Clinic	0.320478132
6. Protective Immunity – How long does the immune response provide protection from reinfection?	-1	"T-cell responses may persist for at least 6 months, though they appear stronger in individuals with more severe COVID-19 cases."	"Specifically, recent data indicated that patients recovering from severe COVID-19 have broader and stronger T cell responses compared to mild cases "	ef15d7b7fa42177d1302e21a1cb0b16fb43ea8aa	"d592aa9abb593acd1140f70bba1140a673cb6249,"	2020-12-02	"Forni, Diego; Cagliani, Rachele; Pontremoli, Chiara; Mozzi, Alessandra; Pozzoli, Uberto; Clerici, Mario; Sironi, Manuela"	Mol Ecol	Antigenic variation of SARS‐CoV‐2 in response to immune pressure	;Scientific Institute IRCCS E. MEDEA	0.321432169
6. Protective Immunity – How long does the immune response provide protection from reinfection?	-2	"T-cell responses may persist for at least 6 months, though they appear stronger in individuals with more severe COVID-19 cases."	"Thus, a functional assessment of T-cell responses in individuals with mild, moderate, and severe COVID-19 disease courses may be indicated, so that potential detrimental effects of preexisting, cross-reactive T-cell immunity can be avoided"	04a4b08224b045e039544b20ea5687985de22143	"d592aa9abb593acd1140f70bba1140a673cb6249,"	2020-06-04	"Silva-Arrieta, Sandra; Goulder, Philip J. R.; Brander, Christian"	PLoS Pathog	In silico veritas? Potential limitations for SARS-CoV-2 vaccine development based on T-cell epitope prediction	;University of Vic-Central University of Catalonia	0.344160607
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"T-cell responses may persist for at least 6 months, though they appear stronger in individuals with more severe COVID-19 cases."	"Our results show that the majority of patients, irrespective of disease severity, can mount specific memory B-and T-cell responses, which remain present at least 6-8 months post symptom onset"	0be62fa44476ebf0136944c8839308896a22aa08	"d592aa9abb593acd1140f70bba1140a673cb6249,"	2020-11-06	"Sherina, Natalia; Piralla, Antonio; Du, Likun; Wan, Hui; Kumagai-Braesh, Makiko; Andréll, Juni; Braesch-Andersen, Sten; Cassaniti, Irene; Percivalle, Elena; Sarasini, Antonella; Bergami, Federica; Di Martino, Raffaella; Colaneri, Marta; Vecchia, Marco; Sambo, Margherita; Zuccaro, Valentina; Bruno, Raffaele; Oggionni, Tiberio; Meloni, Federica; Abolhassani, Hassan; Bertoglio, Federico; Schubert, Maren; Byrne-Steele, Miranda; Han, Jian; Hust, Michael; Xue, Yintong; Hammarström, Lennart; Baldanti, Fausto; Marcotte, Harold; Pan-Hammarström, Qiang"	bioRxiv	Persistence of SARS-CoV-2 specific B- and T-cell responses in convalescent COVID-19 patients 6-8 months after the infection	;Karolinska Institutet	0.354623739
6. Protective Immunity – How long does the immune response provide protection from reinfection?	-2	Immune responses appear to differ between symptomatic and asymptomatic COVID-19 patients.	"In this study, we described differences and similarities between asymptomatic and symptomatic COVID-19 patients"	a5afe941b81e1d58bb2a8eb97a9bc215ae7dae28	","	2020-12-17	"AlJishi, Jumana Mansour; Alhajjaj, Alya Hassan; Alkhabbaz, Fatimah Lateef; AlAbduljabar, Taaweel Hussain; Alsaif, Ahmad; Alsaif, Hussain; Alomran, Kawther Saeed; Aljanobi, Ghada Ali; Alghawi, Zainab; Alsaif, Mohammed; Al-Tawfiq, Jaffar A."	J Infect Public Health	Clinical characteristics of asymptomatic and symptomatic COVID-19 patients in the Eastern Province of Saudi Arabia	;Ministry of Health	0.205454181
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	Immune responses appear to differ between symptomatic and asymptomatic COVID-19 patients.	In asymptomatic individuals with COVID-19 there seems to be less active immune responses than in symptomatic individuals [115] 	9a85f581e3bf18f13775647e13d305204b28d666	","	2020-07-22	"Goldstein, David S."	Clin Auton Res	"The extended autonomic system, dyshomeostasis, and COVID-19"	;National Institutes of Health	0.210587197
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	Immune responses appear to differ between symptomatic and asymptomatic COVID-19 patients.	"However, no difference in inflammatory cytokine levels was observed between asymptomatic and symptomatic COVID-19 patients"	1e2f23a6f8ba3c9412addd47291aa41c2f41f477	","	2020-10-07	"Han, Huan; Xu, Zaichao; Cheng, Xiaoming; Zhong, Youquan; Yuan, Li; Wang, Fubing; Li, Yan; Liu, Fang; Jiang, Yingan; Zhu, Chengliang; Xia, Yuchen"	mSphere	"Descriptive, Retrospective Study of the Clinical Characteristics of Asymptomatic COVID-19 Patients"	State Key Laboratory of Virology;Wuhan University	0.220942322
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	Immune responses appear to differ between symptomatic and asymptomatic COVID-19 patients.	"However, up to now, it is unclear whether there is difference in the antibody response found in individuals with severe, mild, and asymptomatic COVID-19, as most papers have been considered only hospitalized patients"	32e08d66dffb84872c03b09f273a5f8d83063a71	","	2020-08-15	"Plebani, Mario"	EBioMedicine	Antibody responses in mild COVID-19 hospital staff	;University-Hospital of Padova	0.25258597
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	Immune responses appear to differ between symptomatic and asymptomatic COVID-19 patients.	Immune responses and clinical features of asymptomatic individuals with COVID-19 have not been well defined	625f000dbfe67f170c8b41aab67179b5d2d2e32d	","	2020-08-24	"Kothari, Ashish; Singh, Vanya; Nath, Uttam Kumar; Kumar, Sandeep; Rai, Vineeta; Kaushal, Karanvir; Omar, Balram Ji; Pandey, Atul; Jain, Neeraj"	Biology (Basel)	Immune Dysfunction and Multiple Treatment Modalities for the SARS-CoV-2 Pandemic: Races of Uncontrolled Running Sweat?	;The Hebrew University of Jerusalem	0.253739172
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"asymptomatic patients appear to mount robust T-cell responses, express higher levels of interferon-gamma and interleukin-2, and have more coordinated production of pro-inflammatory and regulatory cytokines than symptomatic patients."	These findings suggest that symptomatic patients have more active immune responses	9a85f581e3bf18f13775647e13d305204b28d666	","	2020-07-22	"Goldstein, David S."	Clin Auton Res	"The extended autonomic system, dyshomeostasis, and COVID-19"	;National Institutes of Health	0.251117006
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"asymptomatic patients appear to mount robust T-cell responses, express higher levels of interferon-gamma and interleukin-2, and have more coordinated production of pro-inflammatory and regulatory cytokines than symptomatic patients."	"Conversely, asymptomatic patients have been found to have a weaker immune response (Long, 2020) "	f88043e7245db74577a0dffe5ae7bef6e7ffb0d1	","	2020-07-29	"Luellen, E."		A machine learning explanation of the pathogen-immune relationship of SARS-CoV-2 and machine learning models of prognostic biomarkers to predict asymptomatic or symptomatic infections		0.271037502
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"asymptomatic patients appear to mount robust T-cell responses, express higher levels of interferon-gamma and interleukin-2, and have more coordinated production of pro-inflammatory and regulatory cytokines than symptomatic patients."	"Interestingly, asymptomatic patients did not show an adequate immune response in terms of neutralizing antibodies [22] "	284fdb4180d92bd49a5470c735b543d1d5fd3c95	","	2020-11-28	"Terpos, Evangelos; Politou, Marianna; Sergentanis, Theodoros N.; Mentis, Andreas; Rosati, Margherita; Stellas, Dimitris; Bear, Jenifer; Hu, Xintao; Felber, Barbara K.; Pappa, Vassiliki; Pagoni, Maria; Grouzi, Elisavet; Labropoulou, Stavroula; Charitaki, Ioanna; Ntanasis-Stathopoulos, Ioannis; Moschandreou, Dimitra; Bouhla, Anthi; Saridakis, Stylianos; Korompoki, Eleni; Giatra, Chara; Bagratuni, Tina; Pefanis, Angelos; Papageorgiou, Sotirios; Spyridonidis, Alexandros; Antoniadou, Anastasia; Kotanidou, Anastasia; Syrigos, Konstantinos; Stamoulis, Konstantinos; Panayiotakopoulos, George; Tsiodras, Sotirios; Alexopoulos, Leonidas; Dimopoulos, Meletios A.; Pavlakis, George N."	Microorganisms	Anti–SARS-CoV-2 Antibody Responses in Convalescent Plasma Donors Are Increased in Hospitalized Patients; Subanalyses of a Phase 2 Clinical Study	;National Cancer Institute	0.286336469
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"asymptomatic patients appear to mount robust T-cell responses, express higher levels of interferon-gamma and interleukin-2, and have more coordinated production of pro-inflammatory and regulatory cytokines than symptomatic patients."	"Therefore, it is possible that the immune responses seen in our asymptomatic individuals might relate to some of those patients have had symptomatic infection at an earlier time point"	1132e69ab3e0aaf2510299005c5d163bbd7c9a58	","	2020-10-05	"Shirin, Tahmina; Bhuiyan, Taufiqur Rahman; Charles, Richelle C.; Amin, Shaheena; Bhuiyan, Imran; Kawser, Zannat; Rahat, Asifuzaman; Alam, Ahmed Nawsher; Sultana, Sharmin; Aleem, Md Abdul; Khan, Manjur Hossain; Khan, Samsad Rabbani; LaRocque, Regina C.; Calderwood, Stephen B.; Ryan, Edward T.; Slater, Damien M.; Banu, Sayera; Clemens, John; Harris, Jason B.; Flora, Meerjady Sabrina; Qadri, Firdausi"	Int J Infect Dis	Antibody responses after COVID-19 infection in patients who are mildly symptomatic or asymptomatic in Bangladesh	;Disease Control and Research	0.291613976
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"asymptomatic patients appear to mount robust T-cell responses, express higher levels of interferon-gamma and interleukin-2, and have more coordinated production of pro-inflammatory and regulatory cytokines than symptomatic patients."	"Furthermore, asymptomatic patients presented higher levels of IL-4 and IL-10 (anti-inflammatory cytokines)"	2bf80b20f4f497112623752c323142d83dcec063	","	2018-08-20		J Inherit Metab Dis	Oral Presentations	;TSCUH	0.292146088
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"In a 35-year study of 10 men, reinfection with seasonal coronaviruses occurred 1-3 years after initial infection."	A recent serological study involving 10 adult men detected reinfections from seasonal coronaviruses but most frequently occurring after an interval of 12 months [19] 	ec3b5eb30e0a68934e5b44d8ed21c5dfe1a61830	","	2020-11-04	"Nyaguthii, D. M.; Otieno, G. P.; Kombe, I. K.; Koech, D.; Mutunga, M.; Medley, G. F.; Nokes, D. J.; Munywoki, P. K."		Infection patterns of endemic human coronaviruses in rural households in coastal Kenya.	;University of Warwick	0.126386326
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"In a 35-year study of 10 men, reinfection with seasonal coronaviruses occurred 1-3 years after initial infection."	"Indeed, studies show that reinfection with seasonal coronaviruses occurs frequently, with protective immunity lasting as little as 80 days [6, 7] "	6ed4c1d0105481e94c288ac273bb68b8cab525df	","	2020-11-10	"Mullbacher, Arno; Pardo, Julian; Furuya, Yoichi"	Pathogens	SARS-CoV-2 Vaccines: Inactivation by Gamma Irradiation for T and B Cell Immunity	"Immunotherapy, Inflammation and Cancer, Biomedical Research Centre of Aragon, ARAID/Aragon Health Research Institute (IIS Aragon);University of Zaragoza"	0.13681765
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"In a 35-year study of 10 men, reinfection with seasonal coronaviruses occurred 1-3 years after initial infection."	"For the seasonal coronaviruses, re-infection is associated with a rise in strain-specific antibodies and may occur as soon as 6-12 months after initial infection, as documented in prospective cohorts and viral challenge experiments [11] "	aa7d99d13581d3966615c2154852794c4d07c594	","	2020-10-09	"Kim, Arthur Y; Gandhi, Rajesh T"	Clin Infect Dis	Re-infection with SARS-CoV-2: What Goes Around May Come Back Around	;Massachusetts General Hospital	0.154659101
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"In a 35-year study of 10 men, reinfection with seasonal coronaviruses occurred 1-3 years after initial infection."	Studies on common human coronaviruses show that neutralizing antibodies are induced and reinfections with all seasonal coronaviruses occur usually within three years 26 	0be62fa44476ebf0136944c8839308896a22aa08	","	2020-11-06	"Sherina, Natalia; Piralla, Antonio; Du, Likun; Wan, Hui; Kumagai-Braesh, Makiko; Andréll, Juni; Braesch-Andersen, Sten; Cassaniti, Irene; Percivalle, Elena; Sarasini, Antonella; Bergami, Federica; Di Martino, Raffaella; Colaneri, Marta; Vecchia, Marco; Sambo, Margherita; Zuccaro, Valentina; Bruno, Raffaele; Oggionni, Tiberio; Meloni, Federica; Abolhassani, Hassan; Bertoglio, Federico; Schubert, Maren; Byrne-Steele, Miranda; Han, Jian; Hust, Michael; Xue, Yintong; Hammarström, Lennart; Baldanti, Fausto; Marcotte, Harold; Pan-Hammarström, Qiang"	bioRxiv	Persistence of SARS-CoV-2 specific B- and T-cell responses in convalescent COVID-19 patients 6-8 months after the infection	;Karolinska Institutet	0.157886043
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	"In a 35-year study of 10 men, reinfection with seasonal coronaviruses occurred 1-3 years after initial infection."	"Reinfections with seasonal coronaviruses (HCoV-OC43 and HCoV-HKU1) occur in nature, usually within three years [8] "	9cee86b075ccec62c051538188bddc2ec4e133f5	","	2020-11-20	"Rump, Airi; Risti, Robert; Kristal, Mai-Ly; Reut, Jekaterina; Syritski, Vitali; Lookene, Aivar; Boudinot, Sirje Ruutel"	Biochem Biophys Res Commun	Dual ELISA using SARS-CoV-2 nucleocapsid protein produced in E. coli and CHO cells reveals epitope masking by N-glycosylation	;Tallinn University of Technology	0.161247322
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	Previous studies on coronavirus immunity suggest that neutralizing antibodies may wane after several years.	"We know from work with common human coronaviruses that neutralizing antibodies are 154 induced and these antibodies can last for years and provide protection from re-infection or 155 attenuate disease, even if individuals get re-infected (23)"	ead0083600f68dbf5a5d347778a2831660728829	",,"	2020-07-17	"Wajnberg, A.; Amanat, F.; Firpo, A.; Altman, D.; Bailey, M.; Mansour, M.; McMahon, M.; Meade, P.; Mendu, D. R.; Muellers, K.; Stadlbauer, D.; Stone, K.; Strohmeier, S.; Aberg, J.; Reich, D.; Krammer, F.; Cordon-Cardo, C."		"SARS-CoV-2 infection induces robust, neutralizing antibody responses that are stable for at least three months"	Clinical Microbiology Laboratory;	0.215153759
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	Previous studies on coronavirus immunity suggest that neutralizing antibodies may wane after several years.	"The existence and nature of immunity to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) are currently unknown; however, neutralizing antibodies are thought to play the major role and data from studying other coronaviruses suggest that partial clinical immunity lasting up to 1 year will occur postinfection"	90cb3aee04bea6ab30350cfd6fd6a5315e20803c	",,"	2020-10-23	"Good, Michael F.; Hawkes, Michael T."	mBio	The Interaction of Natural and Vaccine-Induced Immunity with Social Distancing Predicts the Evolution of the COVID-19 Pandemic	;University of Alberta	0.215890886
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	Previous studies on coronavirus immunity suggest that neutralizing antibodies may wane after several years.	"Studies on the benign coronaviruses [32] have found that although sterilizing immunity wanes in about a year, severity-reducing immunity lasts much longer"	991928cd6791dc0fbe7489542343552f5b3e0b21	",,"	2020-11-03	"Shayak, B.; Sharma, M. M."		A New Approach to the Dynamic Modeling of an Infectious Disease		0.292590954
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	Previous studies on coronavirus immunity suggest that neutralizing antibodies may wane after several years.	"Survivors of infections with related coronaviruses, SARS-CoV-1 and Middle East respiratory syndrome coronavirus (MERS-CoV), developed neutralizing antibodies that persisted for 1-3 years after infection"	10f6e98718e201d9de7bc51dedabab5edbaa4da9	",,"	2020-05-04	"Graepel, Kevin W; Kochhar, Sonali; Clayton, Ellen W; Edwards, Kathryn E"	J Infect Dis	Balancing Expediency and Scientific Rigor in Severe Acute Respiratory Syndrome Coronavirus 2 Vaccine Development	Division of Pediatric Infectious Diseases;Vanderbilt University Medical Center	0.297132172
6. Protective Immunity – How long does the immune response provide protection from reinfection?	0	Previous studies on coronavirus immunity suggest that neutralizing antibodies may wane after several years.	"Initial studies of neutralizing antibodies in recovered COVID-19 patients, however, suggest a waning immune response after only 2-3 months, with 40% of those that were asymptomatic becoming seronegative in that time period (Long et al., 2020) "	14ad311867f0781eb6c821b7e3b43104ffb787e0	",,"	2020-07-02	"Afshordi, N.; Holder, B.; Bahrami, M.; Lichtblau, D."		"Diverse local epidemics reveal the distinct effects of population density, demographics, climate, depletion of susceptibles, and intervention in the first wave of COVID-19 in the United States"	;Wolfram Research Inc	0.29906283
6. Protective Immunity – How long does the immune response provide protection from reinfection?	-2	Researchers in Hong Kong and the US have identified COVID-19 reinfections.	"This map indicates that international cooperation efforts between coronavirus researchers are led by the United States, China, China Hong kong, the United Kingdom and Canada"	bffc304153b344a7fdea87b7c44a6e74a7041450	"148661a637fb291f9b6b3dd9b9360b644b3f44c7,148661a637fb291f9b6b3dd9b9360b644b3f44c7,"	2020-09-23	"Deng, Ziqin; Chen, Junsheng; Wang, Ting"	Front Cell Infect Microbiol	Bibliometric and Visualization Analysis of Human Coronaviruses: Prospects and Implications for COVID-19 Research		0.558138333
6. Protective Immunity – How long does the immune response provide protection from reinfection?	-2	Researchers in Hong Kong and the US have identified COVID-19 reinfections.	"[9] Researchers from Huazhong University of Science and Technology and Wuhan University of Technology used machine learning models to predict the criticality of patients with severe COVID-19, and identify three main clinical features,assessing the risk of death accurately and quickly,which has important clinical significance"	166951865afdf13bf31cb9c2bf3475e196e930e2	"148661a637fb291f9b6b3dd9b9360b644b3f44c7,148661a637fb291f9b6b3dd9b9360b644b3f44c7,"	2020-12-11	"ji, d.; zhao, y.; zhang, z.; zhao, q."		Research on Recognition Method of COVID-19 Images Based on Deep Learning	;Lanzhou University of Technology	0.569173308
