sentence,paperID,date,journal,affiliation,question,
"Immunological indicators, blood glucose levels, oxygen levels and bilirubin levels may help identify future severe cases, and decision-support tools for diagnosing severe infections exist.",ec4f8cf15d27bdf0a63362eaff535dbbb0dd1b9e,10/21/20,Crit Care Explor,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Immunological indicators, blood glucose levels, oxygen levels and bilirubin levels may help identify future severe cases, and decision-support tools for diagnosing severe infections exist.",ec4f8cf15d27bdf0a63362eaff535dbbb0dd1b9e,10/21/20,Crit Care Explor,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Immunological indicators, blood glucose levels, oxygen levels and bilirubin levels may help identify future severe cases, and decision-support tools for diagnosing severe infections exist.",95ba3972c9555480c0bf1331ba384d109d676067,4/12/20,J Clin Virol,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Immunological indicators, blood glucose levels, oxygen levels and bilirubin levels may help identify future severe cases, and decision-support tools for diagnosing severe infections exist.",2267bdcf351231fdafbab20717a3aa04b69385bf,4/24/20,,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Immunological indicators, blood glucose levels, oxygen levels and bilirubin levels may help identify future severe cases, and decision-support tools for diagnosing severe infections exist.",1e59451395ccd120d13098b39bc38ab65ec8d011,12/4/20,Microorganisms,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Immunological indicators, blood glucose levels, oxygen levels and bilirubin levels may help identify future severe cases, and decision-support tools for diagnosing severe infections exist.",037ecc89d99be71ea27ea32779354efe1c2796e2,4/27/20,,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Immunological indicators, blood glucose levels, oxygen levels and bilirubin levels may help identify future severe cases, and decision-support tools for diagnosing severe infections exist.",62f359f316ae797bbadbb49afa587ae8f57e327e,4/24/20,Clin Chim Acta,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Immunological indicators, blood glucose levels, oxygen levels and bilirubin levels may help identify future severe cases, and decision-support tools for diagnosing severe infections exist.",b56f3bb8b2249c0078e32333ae3616e4e06a0d7c,7/16/20,BMC Infect Dis,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Immunological indicators, blood glucose levels, oxygen levels and bilirubin levels may help identify future severe cases, and decision-support tools for diagnosing severe infections exist.",3bf736d6f4bb1dfa1b8e2ed5a5e65bb95ca52f39,10/13/20,Clin Infect Dis,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Immunological indicators, blood glucose levels, oxygen levels and bilirubin levels may help identify future severe cases, and decision-support tools for diagnosing severe infections exist.",282d80b32ef9669e2622e3f82d8feaad3560f691,7/10/20,Diabetologia,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Immunological indicators, blood glucose levels, oxygen levels and bilirubin levels may help identify future severe cases, and decision-support tools for diagnosing severe infections exist.",a4c0a1383a60ce98b8b75c5b1aeec68e1eb3c054,9/9/20,BMJ,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Immunological indicators, blood glucose levels, oxygen levels and bilirubin levels may help identify future severe cases, and decision-support tools for diagnosing severe infections exist.",215090c46e6d944bf6d0eef89cf434739b7b92b1,11/9/20,Front Med (Lausanne),,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Immunological indicators, blood glucose levels, oxygen levels and bilirubin levels may help identify future severe cases, and decision-support tools for diagnosing severe infections exist.",bfc316b5e209931a1eda355ed266a8c241604c5f,9/2/20,Semin Thromb Hemost,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"High-throughput diagnostic are comparable in sensitivity and specificity to PCR, and may increase sampling speed.",75255088a52f30e5f06d2380f8b9272073f21780,9/25/20,,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
A high-throughput diagnostic assay for screening asymptomatic individuals has received US Emergency Use Authorization.,75255088a52f30e5f06d2380f8b9272073f21780,9/25/20,,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
Repeated serological testing is necessary to identify asymptomatic and other undetected patients.,34dc47674085c611aae3833135819b7aa4f86b70,7/10/20,MMWR Morb Mortal Wkly Rep,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
Repeated serological testing is necessary to identify asymptomatic and other undetected patients.,34dc47674085c611aae3833135819b7aa4f86b70,7/10/20,MMWR Morb Mortal Wkly Rep,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
Exclusively testing symptomatic healthcare workers is likely to exclude a large fraction of COVID-19 positive personnel.,34dc47674085c611aae3833135819b7aa4f86b70,7/10/20,MMWR Morb Mortal Wkly Rep,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
Research has shown high variability in the ability of tests by different manufacturers to accurately detect positive and negative cases.,d61aa25d7cd427efdcc9c50b9d586df093d5a67a,4/10/20,,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
Research has shown high variability in the ability of tests by different manufacturers to accurately detect positive and negative cases.,a20d87cbbb16f0ca906f5cd6d98c36e2d98cd6db,5/17/20,medRxiv,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
Research has shown high variability in the ability of tests by different manufacturers to accurately detect positive and negative cases.,9d755f05107e8b1f5d18cbcf9bd2241dfad16b0a,5/17/20,medRxiv,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
Research has shown high variability in the ability of tests by different manufacturers to accurately detect positive and negative cases.,c76516b432ff351d314854c5f5e3e3052f121f95,5/17/20,medRxiv,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Meta-analysis suggests that lateral flow assays (LFIA) are less accurate than ELISA or chemiluminescent methods (CLIA), but that the target of serological studies (e.g., IgG or IgM) does not affect accuracy.",a254df9814fb5d7de43befea8a3f899bde221e4e,7/1/20,BMJ,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Meta-analysis suggests that lateral flow assays (LFIA) are less accurate than ELISA or chemiluminescent methods (CLIA), but that the target of serological studies (e.g., IgG or IgM) does not affect accuracy.",cb83dd271d4579a342a0d8654a0b21a5d4b25711,7/1/20,BMJ,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"SARS-CoV-2 RNA is likely to persist long enough in untreated wastewater to permit reliable detection for COVID-19 surveillance, and can warn of SARS-CoV-2 cases ahead of positive PCR tests and hospital admissions.",2d802d6a3ab16f7f207efe9a7a6f621f6e11f771,8/27/20,Environ Res,,7. Clinical Diagnosis – Are there tools to diagnose infected individuals? When during infection are they effective?,
"Remdesivir may reduce symptom duration in hospitalized patients, and may reduce mortality when combined with other treatment regimens (e.g., baricitinab).",eb24bc98ddd17704e170d04206620733bb9c901f,12/11/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Remdesivir may reduce symptom duration in hospitalized patients, and may reduce mortality when combined with other treatment regimens (e.g., baricitinab).",e82a6263a0621c7e892a58b1939701f53ac6007e,12/11/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Remdesivir may reduce symptom duration in hospitalized patients, and may reduce mortality when combined with other treatment regimens (e.g., baricitinab).",060181341694fb75020609d552b14322358c7e4d,12/11/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Remdesivir may reduce symptom duration in hospitalized patients, and may reduce mortality when combined with other treatment regimens (e.g., baricitinab).",6984120e259f6c581f11aebfbacd2369008e361e,12/11/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Remdesivir may reduce symptom duration in hospitalized patients, and may reduce mortality when combined with other treatment regimens (e.g., baricitinab).",eb24bc98ddd17704e170d04206620733bb9c901f,12/11/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Remdesivir may reduce symptom duration in hospitalized patients, and may reduce mortality when combined with other treatment regimens (e.g., baricitinab).",e82a6263a0621c7e892a58b1939701f53ac6007e,12/11/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Remdesivir may reduce symptom duration in hospitalized patients, and may reduce mortality when combined with other treatment regimens (e.g., baricitinab).",060181341694fb75020609d552b14322358c7e4d,12/11/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Remdesivir may reduce symptom duration in hospitalized patients, and may reduce mortality when combined with other treatment regimens (e.g., baricitinab).",6984120e259f6c581f11aebfbacd2369008e361e,12/11/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
An abbreviated clinical trial of remdesivir (n=237) found no significant benefits.,996a9e34b0efb4ed163bd0ba8eb92f16e642ca62,4/29/20,Lancet,,8. Medical Treatments – Are there effective treatments?,
Hydroxychloroquine provides limited to no clinical benefit.,5239c87ed5ae4edf712c54eee5a22a3baf16063b,8/26/20,Clin Microbiol Infect,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",5239c87ed5ae4edf712c54eee5a22a3baf16063b,8/26/20,Clin Microbiol Infect,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",5239c87ed5ae4edf712c54eee5a22a3baf16063b,8/26/20,Clin Microbiol Infect,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",fe3076fe60805d2f9db5055d206e62addb298755,5/5/20,Autoimmun Rev,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",9f151912775c3d83fb7593e857b830fd347285b0,9/18/20,medRxiv,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",7fd0a7968e6ae41ac129b1cc03bc17afd6d99a6c,9/18/20,medRxiv,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",556af2726581eaba066ba0676cf261125f84ab33,9/18/20,medRxiv,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",409656a2f725dd8a042b3a4155e725d83f452c4e,6/3/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",456c269e26d84f144f14086bc555a5b0b325324e,6/3/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",1a22df2023efc9de7024bba810422f42c6f866c2,6/3/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",022cb01d19e152c42e8c7eadeb89601b0e1c5b03,7/26/20,,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",a8968000744de99362e8bb32622aaf71bb00ff45,7/23/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",dd863cabb9e0edd30af6176d9f83bfdd35f10cdb,7/23/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",89bc20192d74962e2c7697d76aa6b1431eba7514,7/23/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",a8968000744de99362e8bb32622aaf71bb00ff45,7/23/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",dd863cabb9e0edd30af6176d9f83bfdd35f10cdb,7/23/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",89bc20192d74962e2c7697d76aa6b1431eba7514,7/23/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",a8968000744de99362e8bb32622aaf71bb00ff45,7/23/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",dd863cabb9e0edd30af6176d9f83bfdd35f10cdb,7/23/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Hydroxychloroquine (HCQ) does not prevent infection as either pre- or post-exposure prophylaxis, does not benefit mild-moderate COVID-19 cases, was associated with adverse cardiac events in severely ill patients, does not reduce mortality, and increases mortality when combined with azithromycin.",89bc20192d74962e2c7697d76aa6b1431eba7514,7/23/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Dexamethasone is associated with substantial reductions in mortality for patients receiving mechanical ventilation, smaller benefits for those receiving supplemental oxygen, and no benefits in patients who did not need oxygen or ventilation.",f37a84afa07094a3a536cfb18adf998cdd642eda,6/22/20,,,8. Medical Treatments – Are there effective treatments?,
"A large meta-analysis found that 28-day mortality in critically ill patients was reduced in patients (n=678) who received systemic corticosteroids.633 Four separate, smaller trials of corticosteroids (n<152) were stopped early.",f37a84afa07094a3a536cfb18adf998cdd642eda,6/22/20,,,8. Medical Treatments – Are there effective treatments?,
"A large meta-analysis found that 28-day mortality in critically ill patients was reduced in patients (n=678) who received systemic corticosteroids.633 Four separate, smaller trials of corticosteroids (n<152) were stopped early.",f37a84afa07094a3a536cfb18adf998cdd642eda,6/22/20,,,8. Medical Treatments – Are there effective treatments?,
"A large meta-analysis found that 28-day mortality in critically ill patients was reduced in patients (n=678) who received systemic corticosteroids.633 Four separate, smaller trials of corticosteroids (n<152) were stopped early.",bed3b1d38a5cbe4bace38fdce1b6252f5a6ec373,9/2/20,Infect Dis Ther,,8. Medical Treatments – Are there effective treatments?,
"A large meta-analysis found that 28-day mortality in critically ill patients was reduced in patients (n=678) who received systemic corticosteroids.633 Four separate, smaller trials of corticosteroids (n<152) were stopped early.",bed3b1d38a5cbe4bace38fdce1b6252f5a6ec373,9/2/20,Infect Dis Ther,,8. Medical Treatments – Are there effective treatments?,
"In several studies, high doses of steroids were associated with elevated mortality, though low-moderate doses can reduce mortality in patients with ARDS.",61071898ac5095d8ee60e72bb4e9cb92fbe99eb2,11/10/20,Crit Care,,8. Medical Treatments – Are there effective treatments?,
"In several studies, high doses of steroids were associated with elevated mortality, though low-moderate doses can reduce mortality in patients with ARDS.",49635eda74fc4c86a74e9dddb0a015d298fef893,10/20/20,Eur J Clin Microbiol Infect Dis,,8. Medical Treatments – Are there effective treatments?,
"Convalescent plasma treatment is safe and may be effective when administered early, though evidence is mixed.",a15bb937f7ea641f9d3b4954f76269c84a6580dd,12/4/20,Int J Infect Dis,,8. Medical Treatments – Are there effective treatments?,
"Convalescent plasma treatment is safe and may be effective when administered early, though evidence is mixed.",d1e84779dfe1dbfe366359cced62f9befd7ab279,9/25/20,Ann Intern Med,,8. Medical Treatments – Are there effective treatments?,
"A large trial of plasma therapy (>25,000 patients) shows that treatment is safe, with some evidence that it can reduce 7-day mortality.",2cbb5ec166e3e5963355f867aff04beb08d8b74d,7/19/20,Mayo Clin Proc,,8. Medical Treatments – Are there effective treatments?,
"Plasma therapy shows larger reductions in mortality when administered within 44 hours of hospital admission, and donor plasma with higher antibody levels appears more effective.",1ed248b2d933f8470d981d840c72725da8e9e07b,11/4/20,Am J Pathol,,8. Medical Treatments – Are there effective treatments?,
"Plasma therapy shows larger reductions in mortality when administered within 44 hours of hospital admission, and donor plasma with higher antibody levels appears more effective.",72e9d895bf641913f5acc9255e9f04c80cd5f3e5,8/12/20,medRxiv : the preprint server for health sciences,,8. Medical Treatments – Are there effective treatments?,
"Plasma therapy shows larger reductions in mortality when administered within 44 hours of hospital admission, and donor plasma with higher antibody levels appears more effective.",72e9d895bf641913f5acc9255e9f04c80cd5f3e5,8/12/20,medRxiv : the preprint server for health sciences,,8. Medical Treatments – Are there effective treatments?,
"Even high-titer donor plasma, however, did not substantially improve outcomes in a clinical trial with severe COVID-19 patients (n=228).",46f1f499371779cb0f08f8be5fbbf5f40e84c8f0,11/24/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Even high-titer donor plasma, however, did not substantially improve outcomes in a clinical trial with severe COVID-19 patients (n=228).",96ff8021aa099f832a56a4d15683fc926dc5c3ab,11/24/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"Even high-titer donor plasma, however, did not substantially improve outcomes in a clinical trial with severe COVID-19 patients (n=228).",0097b6c04e34bc093fe1693c9e3fd971fca084b0,11/24/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"On 8/24/2020, the US FDA approved an Emergency Use Authorization for convalescent plasma therapy.",46f1f499371779cb0f08f8be5fbbf5f40e84c8f0,11/24/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"On 8/24/2020, the US FDA approved an Emergency Use Authorization for convalescent plasma therapy.",96ff8021aa099f832a56a4d15683fc926dc5c3ab,11/24/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
"On 8/24/2020, the US FDA approved an Emergency Use Authorization for convalescent plasma therapy.",0097b6c04e34bc093fe1693c9e3fd971fca084b0,11/24/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
Both therapeutic and prophylactic use of anticoagulants has been associated with significant (~50%) reduction in mortality in hospitalized COVID-19 patients.,51b81f576a761e69ce59379db7b96bccad07c951,8/26/20,J Am Coll Cardiol,,8. Medical Treatments – Are there effective treatments?,
"Anticoagulant use was associated with lower mortality in the severely ill, but the correct dose is critical to avoid complications.",51b81f576a761e69ce59379db7b96bccad07c951,8/26/20,J Am Coll Cardiol,,8. Medical Treatments – Are there effective treatments?,
"Anticoagulant use was associated with lower mortality in the severely ill, but the correct dose is critical to avoid complications.",e187e2887531571e5898831a72e21dca41cc541f,5/6/20,J Am Coll Cardiol,,8. Medical Treatments – Are there effective treatments?,
High doses of anticoagulants may be effective in critically ill patients.,960dd943658ab0a240bbf4ad0ffc81611774ee84,11/23/20,Crit Care,,8. Medical Treatments – Are there effective treatments?,
Patients 65 years and up receiving chronic anticoagulant treatment showed higher survival than propensity-matched controls.,960dd943658ab0a240bbf4ad0ffc81611774ee84,11/23/20,Crit Care,,8. Medical Treatments – Are there effective treatments?,
"The benefits of tocilizumab are unclear, and it can increase hospital stay time and the risk of secondary infection.",8e9a945a84a5e20aa286c89f5a944b3fa32943fe,8/16/20,Clin Infect Dis,,8. Medical Treatments – Are there effective treatments?,
"While tocilizumab appears to show a 12% reduction in mortality in treated patients, a randomized clinical trial found no effects on mortality, and other evidence suggests that it may be beneficial only in certain circumstances.",4e260f475e13d94b2362a5dea5ede30ec927ea24,9/23/20,Clin Infect Dis,,8. Medical Treatments – Are there effective treatments?,
"While tocilizumab appears to show a 12% reduction in mortality in treated patients, a randomized clinical trial found no effects on mortality, and other evidence suggests that it may be beneficial only in certain circumstances.",8cd2455e91d90ef67750c00cd8c47285bb2fca50,10/25/20,Int J Infect Dis,,8. Medical Treatments – Are there effective treatments?,
"Anakinra has shown clinical benefits in small observational studies, and may be effective with methylprednisolone.",b687299999c5e81438d447845ff306f1d09731ff,11/19/20,J Allergy Clin Immunol,,8. Medical Treatments – Are there effective treatments?,
"Anakinra has shown clinical benefits in small observational studies, and may be effective with methylprednisolone.",01b4b7c4fe489b35b67a9093d042ebc7e63cc12b,8/11/20,Proc Natl Acad Sci U S A,,8. Medical Treatments – Are there effective treatments?,
"Anakinra has shown clinical benefits in small observational studies, and may be effective with methylprednisolone.",1176f711d45fd829ed65244584b5f632a301f0c9,8/4/20,Rheumatol Adv Pract,,8. Medical Treatments – Are there effective treatments?,
Favipiravir may reduce the duration of clinical symptoms and reduce the time for viral clearance.,1176f711d45fd829ed65244584b5f632a301f0c9,8/4/20,Rheumatol Adv Pract,,8. Medical Treatments – Are there effective treatments?,
Favipiravir may reduce the duration of clinical symptoms and reduce the time for viral clearance.,1176f711d45fd829ed65244584b5f632a301f0c9,8/4/20,Rheumatol Adv Pract,,8. Medical Treatments – Are there effective treatments?,
Favipiravir may reduce the duration of clinical symptoms and reduce the time for viral clearance.,7c8987a6956a0f892c6d14619061592131b858c4,11/16/20,Int J Infect Dis,,8. Medical Treatments – Are there effective treatments?,
"Bradykinin inhibitors are being investigated as COVID-19 treatments, due to the potential role of bradykinins in disease.",3f133baae38a971484ad7c548fb267c3690d5c1d,7/7/20,eLife,,8. Medical Treatments – Are there effective treatments?,
Statins and RAAS inhibitors (for hypertension) do not appear to elevate COVID-19 risk and may protect against mortality in elderly patients who continue taking them.,d84d28e76631862d9add332371c23eecab37a90d,10/29/20,Cell Discov,,8. Medical Treatments – Are there effective treatments?,
Statins and RAAS inhibitors (for hypertension) do not appear to elevate COVID-19 risk and may protect against mortality in elderly patients who continue taking them.,460376bd5dda98d10df382c19a74d605c847795d,11/5/20,Open Heart,,8. Medical Treatments – Are there effective treatments?,
Vitamin D (with vitamin B12 and magnesium) may reduce the need for ventilation in COVID-19 patients.,460376bd5dda98d10df382c19a74d605c847795d,11/5/20,Open Heart,,8. Medical Treatments – Are there effective treatments?,
"Acalabrutinib may improve patient oxygenation, and is being included in large clinical trials (SOLIDARITY).",fb88204ac6b686beac83a60be7ac98a9452705d6,6/5/20,Sci Immunol,,8. Medical Treatments – Are there effective treatments?,
"Acalabrutinib may improve patient oxygenation, and is being included in large clinical trials (SOLIDARITY).",fb88204ac6b686beac83a60be7ac98a9452705d6,6/5/20,Sci Immunol,,8. Medical Treatments – Are there effective treatments?,
Colchicine may reduce rates of intubation and mortality.,b14827281c6da7560f08efa8cea9dda1eebf2551,10/27/20,Can J Infect Dis Med Microbiol,,8. Medical Treatments – Are there effective treatments?,
There is no clinical benefit from ritonavir/lopinavir.,6f07f19d3582eee1a3564ca23aa83d68d99bda9b,3/18/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
There is no clinical benefit from ritonavir/lopinavir.,e4a776f7ef5ec5d2326a78544948649dd74c384d,3/18/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
There is no clinical benefit from ritonavir/lopinavir.,e04b5db8306ab29c14bbaa9d1de25e98839ed70c,3/18/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
There is no clinical benefit from ritonavir/lopinavir.,6f07f19d3582eee1a3564ca23aa83d68d99bda9b,3/18/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
There is no clinical benefit from ritonavir/lopinavir.,e4a776f7ef5ec5d2326a78544948649dd74c384d,3/18/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
There is no clinical benefit from ritonavir/lopinavir.,e04b5db8306ab29c14bbaa9d1de25e98839ed70c,3/18/20,N Engl J Med,,8. Medical Treatments – Are there effective treatments?,
There is no clinical benefit from ritonavir/lopinavir.,76d7f6bd4897e55d871b10e6b52ae2ff44216505,5/19/20,Med,,8. Medical Treatments – Are there effective treatments?,
Ivermectin reduced viral shedding duration in a small clinical trial (n=72).,683e72c792dbf51e156a59db698c18e702919f5a,12/2/20,Int J Infect Dis,,8. Medical Treatments – Are there effective treatments?,
IV immunoglobulin reduced the need for mechanical ventilation in a small trial (n=16).,c8881d6f167e1689d1597cb0d98c3b8890fad9a5,11/16/20,Crit Care Explor,,8. Medical Treatments – Are there effective treatments?,
"Androgen has been suggested as a factor in disease severity in men, and treatment options are in trial.",c8881d6f167e1689d1597cb0d98c3b8890fad9a5,11/16/20,Crit Care Explor,,8. Medical Treatments – Are there effective treatments?,
"Androgen has been suggested as a factor in disease severity in men, and treatment options are in trial.",c8881d6f167e1689d1597cb0d98c3b8890fad9a5,11/16/20,Crit Care Explor,,8. Medical Treatments – Are there effective treatments?,
"Androgen has been suggested as a factor in disease severity in men, and treatment options are in trial.",c8881d6f167e1689d1597cb0d98c3b8890fad9a5,11/16/20,Crit Care Explor,,8. Medical Treatments – Are there effective treatments?,
"Androgen has been suggested as a factor in disease severity in men, and treatment options are in trial.",c8881d6f167e1689d1597cb0d98c3b8890fad9a5,11/16/20,Crit Care Explor,,8. Medical Treatments – Are there effective treatments?,
"Androgen has been suggested as a factor in disease severity in men, and treatment options are in trial.",c8881d6f167e1689d1597cb0d98c3b8890fad9a5,11/16/20,Crit Care Explor,,8. Medical Treatments – Are there effective treatments?,
"There were study participants, with 162 cases (9 severe) in the placebo group and 8 cases (1 severe) in vaccine group.",82ea882ddaf2bd57b3fdbebcba2f795078181786,7/1/20,Sci Rep,,9. Vaccines – Are there effective vaccines?,
"Efficacy was consistent across age, race, ethnicity, and sex.456 Vaccine-induced antibodies persisted for at least 119 days.",9883a95609c8809b2b9bff79899f6ea055a77196,12/3/20,N Engl J Med,,9. Vaccines – Are there effective vaccines?,
"Efficacy was consistent across age, race, ethnicity, and sex.456 Vaccine-induced antibodies persisted for at least 119 days.",9363043d9d868236ed1cbadd4d6f3fecfa0f2229,12/3/20,N Engl J Med,,9. Vaccines – Are there effective vaccines?,
